user_id,price,items_count,porcentaje
12391939123,824.91,124.0,1.0
12398uf8jg21390,307.78000000000003,35.0,1.0
12399017,160.82999999999998,25.0,no ha hecho review
123abc321,0.0,2.0,no ha hecho review
123abccba,1005.42,91.0,no ha hecho review
123amazing123,315.85,48.0,no ha hecho review
123curssin123,409.81,52.0,no ha hecho review
123franz789,54.97,15.0,no ha hecho review
123joshua321,940.3,87.0,1.0
123repulseMe,1087.25,137.0,1.0
123sharpshooter123,0.0,2.0,no ha hecho review
1242163634531636,9.98,2.0,no ha hecho review
12435674325tyughnb,480.71999999999997,43.0,no ha hecho review
12435gg,482.69,107.0,no ha hecho review
124653tf,129.97,8.0,no ha hecho review
124681,19.99,3.0,no ha hecho review
1249012512908890112890,745.08,75.0,no ha hecho review
124c7937,0.0,2.0,no ha hecho review
12524,298.8,81.0,no ha hecho review
12536475869trhgsdf,559.46,99.0,1.0
12549,223.88,64.0,no ha hecho review
12779,782.49,105.0,0.8
128463821947,69.97,10.0,no ha hecho review
12874175635ELITE,4.99,2.0,no ha hecho review
128bitbit,289.8,81.0,no ha hecho review
1294120970512,492.7,49.0,no ha hecho review
129874182,1695.9099999999999,155.0,1.0
12DeAgostoAs12HRSe26MIN,280.78,35.0,1.0
12_gauge_org,287.89,48.0,1.0
12das,44.96,20.0,1.0
1300655506nigga,312.72,41.0,1.0
13012,1322.22,128.0,no ha hecho review
131312,1668.07,135.0,0.7777777777777778
1313Lcf,1959.8999999999999,144.0,no ha hecho review
131467132,448.77,56.0,1.0
13199708,1843.93,139.0,no ha hecho review
1321742413,238.85,66.0,0.8
132413244231,351.77,43.0,no ha hecho review
13272310,169.94,28.0,no ha hecho review
13371337133713337,139.97,18.0,no ha hecho review
133742069174,1028.51,95.0,1.0
1337666133766613376661337,1344.18,113.0,1.0
133774553644535355354,9.99,5.0,no ha hecho review
1337Akraken,1148.35,110.0,0.0
1337_K_REW,84.95,38.0,1.0
1337_Speak,2520.39,269.0,no ha hecho review
1337hunter,1236.8,67.0,1.0
1337leetSloth,39.97,3.0,no ha hecho review
1337lolroflmao,1911.82,197.0,1.0
1337mlg,495.53999999999996,103.0,no ha hecho review
1337putin,1759.05,91.0,1.0
1343534566,227.85,23.0,1.0
13457856281,317.76,42.0,1.0
1345adfg,0.0,8.0,no ha hecho review
134679jc333,59.96,17.0,no ha hecho review
135781,903.4499999999999,63.0,0.875
1373648137417,1618.96,176.0,no ha hecho review
137731251236671466147,5236.26,371.0,no ha hecho review
13971397,2839.42,222.0,1.0
1398199813,9.99,3.0,no ha hecho review
13lazer,5478.54,398.0,1.0
13omadragon,224.88,33.0,no ha hecho review
13salva,593.62,61.0,no ha hecho review
1408129010,244.89,31.0,no ha hecho review
142331415,1713.6499999999999,179.0,no ha hecho review
142412412124142,0.0,3.0,no ha hecho review
14372193,344.81,111.0,1.0
143865,419.76,62.0,no ha hecho review
1440454,638.5799999999999,70.0,1.0
144289919655093823,512.63,48.0,no ha hecho review
1452221660414,1585.19,140.0,1.0
14528910,0.0,1.0,no ha hecho review
1454235887,0.0,3.0,no ha hecho review
145578,1015.97,94.0,1.0
1456237,412.74,34.0,no ha hecho review
1457184935981,172.88,27.0,1.0
146847798098,49.97,29.0,no ha hecho review
14725836900,124.92,17.0,1.0
14747,1873.59,180.0,no ha hecho review
147532984,919.51,99.0,1.0
147751,202.85999999999999,12.0,no ha hecho review
14789633698741,4522.14,348.0,no ha hecho review
148203604,0.0,7.0,no ha hecho review
150010792,156.84,113.0,1.0
150230,1881.61,152.0,no ha hecho review
1513412123111331,147.85,17.0,no ha hecho review
151995,134.91,41.0,no ha hecho review
1522188745,542.63,83.0,no ha hecho review
1540359,70.97,14.0,no ha hecho review
154352,444.71999999999997,87.0,0.75
1546328127418,329.88,27.0,0.5
154930493,427.82,38.0,1.0
15511551,1103.1,156.0,1.0
155754572,114.92999999999999,21.0,no ha hecho review
15632897,3143.15,255.0,no ha hecho review
157645,4796.76,487.0,1.0
15832789427,1060.5,102.0,1.0
1591240764,377.0,101.0,no ha hecho review
15934,1694.1299999999999,124.0,1.0
159zse159,4868.0599999999995,377.0,1.0
1607426135,39.96,14.0,no ha hecho review
1626466724893520,584.68,64.0,1.0
163050995,0.0,13.0,1.0
16362426247,493.63,68.0,no ha hecho review
16395,59.959999999999994,11.0,no ha hecho review
16538,2357.98,138.0,1.0
16748438,274.88,21.0,no ha hecho review
169420666,322.74,53.0,1.0
17-04-2000,557.67,90.0,no ha hecho review
17101710,1353.09,134.0,0.8888888888888888
1711338513531,210.85,28.0,no ha hecho review
171516,1556.97,196.0,0.8333333333333334
1726432,189.96,12.0,no ha hecho review
17291799,154.92,19.0,1.0
172954833,0.0,24.0,no ha hecho review
173902,9.99,2.0,no ha hecho review
1739902091026,266.8,79.0,1.0
174561864923145,452.71999999999997,51.0,no ha hecho review
174gamecuman700kngkakak,1324.21,159.0,1.0
17731773,310.71,47.0,no ha hecho review
177652,494.76,24.0,no ha hecho review
17829463213,419.81,69.0,1.0
1800-Ricohut,1009.3199999999999,121.0,0.8333333333333334
1800FkMyVajj,14.99,7.0,no ha hecho review
18023009,14.99,2.0,no ha hecho review
180577,578.59,66.0,1.0
18082001,660.29,105.0,1.0
18228272828,1632.12,153.0,1.0
182748927838783778382,120.9,21.0,no ha hecho review
182828282,479.71,44.0,no ha hecho review
18283848,971.5,72.0,no ha hecho review
1829369648,0.0,2.0,no ha hecho review
18481,2094.8,154.0,1.0
1850172512752815,127.42,28.0,1.0
18504965711,1041.45,80.0,no ha hecho review
1859082899,68.95,17.0,no ha hecho review
186038013,0.0,1.0,no ha hecho review
1870380085,298.79,43.0,no ha hecho review
1873410337,379.83,39.0,0.8888888888888888
1875489156748,381.74,52.0,1.0
187625,390.63,121.0,0.6666666666666666
18855881,2878.39,204.0,no ha hecho review
1889999999999999,249.91,35.0,1.0
19-20-5-20-27-5-18,154.88,32.0,1.0
190120001826,0.0,2.0,no ha hecho review
1920410,1074.44,87.0,0.0
19210801,215.86,51.0,no ha hecho review
1922001,510.1,94.0,1.0
1930234,591.69,82.0,no ha hecho review
19365,1391.17,103.0,no ha hecho review
19372250,1938.91,137.0,1.0
1937648259137856lkjnoik,44.96,9.0,no ha hecho review
1944086851,64.95,14.0,1.0
1947CARROTS,104.93,26.0,no ha hecho review
194847383,949.3299999999999,135.0,1.0
1956aa1,1387.69,113.0,0.5
195862,595.66,69.0,1.0
19702316748,937.31,94.0,no ha hecho review
19720911,0.0,5.0,no ha hecho review
19820182123,169.94,13.0,no ha hecho review
1994dbc,1999.97,207.0,1.0
1997-07-06_J077,29.98,7.0,no ha hecho review
19990923,224.91,41.0,1.0
199A,138.91,27.0,no ha hecho review
19te_Polska,964.43,70.0,1.0
1BUCK80,319.87,32.0,no ha hecho review
1GN33L,224.88,20.0,no ha hecho review
1MLG2U,350.57,59.0,1.0
1NFR33,1938.91,196.0,1.0
1R1M1,318.75,52.0,0.3333333333333333
1UK33Y,354.78999999999996,30.0,no ha hecho review
1_Taipan,356.84,25.0,no ha hecho review
1a1u14,360.75,76.0,1.0
1dog636,1037.24,104.0,no ha hecho review
1epicninja,989.4399999999999,91.0,1.0
1iam1iam1iam,799.7,70.0,1.0
1jamesn4,930.4,82.0,1.0
1qaz2wwx010,44.97,23.0,no ha hecho review
1silentsniper1,3567.9,319.0,1.0
1snap,1925.56,179.0,0.8571428571428571
1stBLUE-COW,342.77,52.0,1.0
1stpionpaul,2021.72,162.0,1.0
1sttperson,379.77,42.0,no ha hecho review
1v1meguy,3145.04,245.0,1.0
1v1meinclubpenguinscrub,329.82,28.0,no ha hecho review
1v1mim8,658.55,70.0,no ha hecho review
2000jtc,683.66,60.0,no ha hecho review
2001911,9.99,4.0,no ha hecho review
200220006,1805.03,139.0,1.0
20041213,19.98,27.0,0.6666666666666666
200719917302,799.61,59.0,no ha hecho review
200px-spy-taunt-laugh,64.96,18.0,1.0
2011368123,3075.04,252.0,1.0
20115011,9.99,4.0,no ha hecho review
205723552,29.98,15.0,no ha hecho review
2080308,722.47,85.0,1.0
2092000666,160.87,31.0,1.0
210519992016,588.6,84.0,0.2
21072013,39.98,21.0,no ha hecho review
211011374,499.78,32.0,1.0
21129393,34.97,9.0,no ha hecho review
2114521846341684,149.91,13.0,no ha hecho review
2121312,34.97,17.0,no ha hecho review
2125125126,34.97,6.0,no ha hecho review
212blair212,104.92,17.0,no ha hecho review
213123123132,460.66,200.0,no ha hecho review
21321112399,184.92,13.0,no ha hecho review
2139093311,9.99,7.0,no ha hecho review
215251,312.83,35.0,no ha hecho review
216712138,878.55,92.0,1.0
218939137821738213127983,602.6,92.0,no ha hecho review
219121912191,44.97,13.0,no ha hecho review
21lord21drag,59.97,5.0,no ha hecho review
22109203,667.11,98.0,no ha hecho review
222081994,305.88,26.0,no ha hecho review
2222224444555985,204.9,35.0,no ha hecho review
2222455,1366.1299999999999,131.0,1.0
2233dog15,245.9,17.0,no ha hecho review
22491987,307.83,51.0,no ha hecho review
22502250,872.5699999999999,77.0,1.0
225544,769.51,72.0,0.6666666666666666
225555,195.89,17.0,1.0
226rep,159.94,10.0,no ha hecho review
2271531450,84.91,25.0,1.0
2293371488,225.29,47.0,no ha hecho review
23012003,94.94,18.0,1.0
231091,2625.6,184.0,1.0
2311985201258745633313,321.84,37.0,no ha hecho review
231321455,274.82,60.0,1.0
23142433253545,1249.24,122.0,no ha hecho review
23184798,97.91,32.0,1.0
2323534545,1294.07,158.0,0.7142857142857143
233433,22.979999999999997,8.0,no ha hecho review
2342526,619.66,52.0,no ha hecho review
23434454365463446754546576e45646,756.4499999999999,99.0,1.0
2345XXXXX,313.74,52.0,no ha hecho review
234671,144.89,28.0,no ha hecho review
235269,1110.76,88.0,1.0
235324234732,255.76,27.0,no ha hecho review
2364786499,609.52,49.0,1.0
23745736,413.8,74.0,1.0
2378695,34.98,2.0,no ha hecho review
2390746539217,355.87,23.0,1.0
23974656456,709.56,84.0,1.0
2398,151.85999999999999,22.0,no ha hecho review
23Batman05,1312.16,145.0,1.0
23jesus23,619.64,70.0,no ha hecho review
24045681579016271,29.97,15.0,no ha hecho review
24101738,59.99,34.0,1.0
243567890,44.97,7.0,no ha hecho review
2435689,626.52,76.0,no ha hecho review
2435764824567835,149.9,26.0,no ha hecho review
24453,1100.51,74.0,0.6666666666666666
2448531,385.63,80.0,1.0
24532453,1141.3,134.0,no ha hecho review
24596,814.8199999999999,121.0,1.0
24681256447,67.94999999999999,11.0,no ha hecho review
246823,265.85,25.0,1.0
247211,1390.0,154.0,1.0
2479742,1245.37,106.0,1.0
248392584,30.96,7.0,no ha hecho review
248482,2808.41,277.0,no ha hecho review
24862345243,691.65,49.0,no ha hecho review
24902,402.79,45.0,no ha hecho review
249758,3213.37,181.0,1.0
24BallerJK,39.97,9.0,no ha hecho review
24CmRuler,858.5,77.0,no ha hecho review
25050,825.6,99.0,1.0
25061841,170.89,15.0,no ha hecho review
25230405,984.4,98.0,1.0
25231341243,213.85,34.0,no ha hecho review
2539428377924,817.5,106.0,no ha hecho review
256565,178.9,18.0,no ha hecho review
2571,8121.349999999999,690.0,1.0
259987556434546,1113.69,121.0,no ha hecho review
25_Years_Since_Freddie,309.81,30.0,0.8571428571428571
26070,475.72999999999996,36.0,1.0
2608739,24.98,5.0,1.0
26292919,585.62,94.0,no ha hecho review
2647891,39.97,8.0,1.0
2688789326887893,245.88,73.0,no ha hecho review
269485,3786.56,284.0,no ha hecho review
27073108,1218.4,106.0,0.5
27601MCM,299.79,58.0,1.0
27649735,0.0,2.0,no ha hecho review
2768820078,1545.27,91.0,0.8
279519365,993.54,127.0,1.0
27dnguyen,226.77,29.0,no ha hecho review
28019769,2178.94,124.0,no ha hecho review
2826,110.94,7.0,no ha hecho review
2891723967123,1908.8999999999999,160.0,0.7142857142857143
28yelkco,219.84,32.0,no ha hecho review
29017637452801,496.54,86.0,1.0
291129112911291129112911,489.65,68.0,1.0
29123,229.88,18.0,0.8
2933725,0.0,2.0,no ha hecho review
2987654235,15.98,8.0,no ha hecho review
29998000,259.84,46.0,1.0
2Chill,1179.08,122.0,1.0
2Degrees,1133.44,82.0,1.0
2EzRogueDH,99.96000000000001,12.0,1.0
2JZEEEEBABY,787.5699999999999,61.0,1.0
2Lethal,1207.31,117.0,1.0
2Ryo2Know,217.85,29.0,no ha hecho review
2Ta4,3363.25,362.0,0.6666666666666666
2ZESTY4ME,420.75,82.0,0.5
2amigosupremos753,0.0,1.0,no ha hecho review
2cq,9095.92,898.0,no ha hecho review
2d4nk4m3,692.37,160.0,0.5
2edgy4youboi,775.49,84.0,1.0
2ez2xl,721.5,79.0,1.0
2ez4medick,382.74,32.0,1.0
2fast4u271,256.76,39.0,no ha hecho review
2g00d4u,100.92,14.0,no ha hecho review
2greasy,725.52,33.0,no ha hecho review
2ik4tf,165.86,22.0,1.0
2kewl4you,19.99,9.0,no ha hecho review
2lstgun,237.84,31.0,1.0
2matoe,150.87,24.0,no ha hecho review
2muchred,1659.85,149.0,no ha hecho review
2nerdssemvida,187.79,101.0,1.0
2pac_Skai,0.0,1.0,no ha hecho review
2pacisaliveincuba,3443.64,303.0,1.0
2ptwisted,131.94,18.0,no ha hecho review
2red12,1753.97,151.0,1.0
2sBs,2455.4,219.0,1.0
2sd31,170.9,11.0,1.0
2seggy4um8havalook,54.97,10.0,no ha hecho review
2she,483.58,57.0,no ha hecho review
2sneaky5u,3116.87,291.0,1.0
2spookis,1569.47,199.0,1.0
2spooky,3809.0,323.0,0.8333333333333334
2unimaginative4u,40.96,23.0,no ha hecho review
2v1meyoucheekyscrub,554.76,42.0,1.0
2xDelorean,419.71,55.0,1.0
30035115,1328.29,97.0,no ha hecho review
300799,24.98,14.0,no ha hecho review
30102000,0.0,1.0,no ha hecho review
30102002,167.32999999999998,33.0,1.0
3021Daniel,1366.24,105.0,1.0
3038070,34.980000000000004,5.0,no ha hecho review
3046123,843.61,70.0,1.0
305010,882.52,67.0,no ha hecho review
30699,214.91,29.0,no ha hecho review
30XxPikachuxX03,0.0,3.0,no ha hecho review
313134,4525.83,378.0,no ha hecho review
314155156915923,243.77,36.0,1.0
31456576727471577757175717,39.97,21.0,no ha hecho review
31575,184.8,73.0,1.0
317733235,345.73,58.0,0.5
317984739321,935.4399999999999,75.0,1.0
317jim,14.99,15.0,no ha hecho review
318941651,270.81,42.0,no ha hecho review
3197,467.66999999999996,44.0,0.75
320RustPro,29.97,11.0,1.0
3214213216,224.19,107.0,1.0
321541,227.84,26.0,no ha hecho review
3218998529,19.98,2.0,no ha hecho review
3265899423,432.71,66.0,no ha hecho review
326759263846544,1864.44,294.0,0.5
329838102,49.96,19.0,0.6666666666666666
32bitmaximus,1115.29,79.0,1.0
33275,69.95,9.0,no ha hecho review
3333322,0.0,1.0,no ha hecho review
333333259,129.93,15.0,no ha hecho review
33334scat,432.76,59.0,1.0
333666333111,245.86,24.0,no ha hecho review
333hab,2435.29,234.0,1.0
33442,14.99,7.0,1.0
334756875,605.5,111.0,0.6
34234252sd,49.97,16.0,no ha hecho review
3423523425433425,1528.11,118.0,1.0
343221221,471.76,52.0,1.0
34324132,556.6999999999999,41.0,1.0
343574890,221.88,27.0,no ha hecho review
34383536,117.42,14.0,no ha hecho review
343rox,190.88,18.0,no ha hecho review
34451,0.0,1.0,no ha hecho review
3456457568,710.6,90.0,no ha hecho review
34565754,384.84,28.0,no ha hecho review
3456669133723,44.97,9.0,no ha hecho review
345675,2276.67,180.0,1.0
34568535890075433578,527.76,44.0,no ha hecho review
34573671264yi,639.56,92.0,1.0
345827357205098,194.88,31.0,no ha hecho review
3496148694969,1644.3899999999999,132.0,no ha hecho review
350176,235.86,32.0,no ha hecho review
350241,2256.0099999999998,184.0,1.0
352039981386723,384.77,30.0,no ha hecho review
3523436346,1238.24,99.0,1.0
35353534,281.82,29.0,1.0
35475,2163.23,161.0,1.0
3548548564856498484894,1791.8999999999999,149.0,0.8333333333333334
3565Jason,174.92,22.0,1.0
36033,171.84,32.0,no ha hecho review
360NoScopeMLGBLAZEGirlGamer69,79.95,10.0,no ha hecho review
360j1mmy,3730.09,314.0,1.0
3635,374.71,101.0,no ha hecho review
363997099,59.97,8.0,no ha hecho review
36864,328.78999999999996,22.0,0.5
369231461278416,814.56,127.0,1.0
36_T,3272.83,259.0,0.8888888888888888
373848099,793.54,99.0,1.0
37755753,1727.93,136.0,0.8
378366354,581.7,69.0,no ha hecho review
37891266723,1369.18,144.0,no ha hecho review
380012,213.87,16.0,no ha hecho review
381644,882.54,84.0,1.0
38174962156174513,364.88,25.0,no ha hecho review
38189307,178.83,20.0,no ha hecho review
387561,162.89999999999998,18.0,no ha hecho review
38927497,8146.46,725.0,1.0
38y685ie4e89r78,64.96,13.0,no ha hecho review
391204566,1296.42,89.0,1.0
3Ldota,29.98,6.0,1.0
3dster,1133.21,113.0,1.0
3eBpA,1044.24,140.0,1.0
3lAckCAt,861.37,114.0,1.0
3mike,1261.12,106.0,no ha hecho review
3mperi0,369.76,41.0,no ha hecho review
3nv3y,1800.87,139.0,no ha hecho review
3ring,136.86,24.0,no ha hecho review
3stantedja,14.99,6.0,no ha hecho review
3teGZ_Rorschach,1123.48,70.0,1.0
3th3,215.86,66.0,0.8888888888888888
3vild33d,490.7,41.0,no ha hecho review
3xU,1443.21,146.0,1.0
3xc4l18urblue,802.4,76.0,no ha hecho review
3xotic26,1904.76,153.0,1.0
400primetopkeks,151.87,18.0,no ha hecho review
4017209381,19.99,10.0,no ha hecho review
402553929,502.74,54.0,1.0
4043RROR,889.47,91.0,1.0
404PlayerNotFound,983.38,86.0,no ha hecho review
404ok4561687987879847,104.94999999999999,16.0,0.0
4131723314123,148.82,33.0,no ha hecho review
414291,287.79999999999995,40.0,no ha hecho review
41781029,367.67,51.0,1.0
4200769711,134.9,26.0,1.0
4201,483.75,31.0,no ha hecho review
4202346,563.6,73.0,no ha hecho review
420BlazeItMLG,24.98,23.0,0.6666666666666666
420Blz,2243.75,199.0,1.0
420BlzeIT,219.84,40.0,1.0
